DW Seller,seller_id,seller_city,seller_state,Seller_Gender,Seller_Birthdate,seller_size_category,Age ,Age-Group
230,f92d8c817434bd2d84d4e9c61322b7fa,sorocaba,SP,F,1997-02-18,small,28,25-30
231,8ca5b19e0263150d2c57afdde2b3d011,maua,SP,M,1999-04-11,small,26,25-30
232,eec3469d83e142f9a104886655338c37,bauru,SP,M,1988-07-27,small,37,31-40
233,55bb6fe5bebe5012e2d7d9928e1128ff,bauru,SP,M,2002-03-25,medium,23,18-24
234,d180e07dc1e58c31c3f0cd599dc4d945,belo horizonte,MG,M,1998-04-27,small,27,25-30
235,d6b1ce66b035a475f00c017792ff9769,salto,SP,M,1972-05-27,large,53,41-60
236,3aa3c89ae3cd482385568be76120f63c,goiania,GO,F,1997-08-24,small,28,25-30
237,fe4cd9461203cee790d36792420b310f,caratinga,MG,M,2004-10-12,small,21,18-24
238,c3aad7dc65449ae90a5e9c3c6c1e78e0,auriflama/sp,SP,M,2003-04-28,medium,22,18-24
239,f5fea3ffed6c2e889bab72705557c63a,rio de janeiro,RJ,M,1971-05-19,small,54,41-60
240,ececbfcff9804a2d6b40f589df8eef2b,franca,SP,F,1999-09-25,large,26,25-30
241,a254c682cc01e119f83530446f1df9a9,cafelandia,SP,M,1998-07-07,medium,27,25-30
242,830379336fad8c6f3b15a4a3ddb5c66e,sao paulo,SP,M,1992-01-03,small,33,31-40
243,7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,M,1995-07-10,large,30,25-30
244,1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,F,2004-05-17,large,21,18-24
245,b92e3c8f9738272ff7c59e111e108d7c,uba,MG,M,2000-02-28,large,25,18-24
246,b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,SP,F,2002-08-09,medium,23,18-24
247,71593c7413973a1e160057b80d4958f6,sao paulo / sao paulo,SP,F,2002-08-05,small,23,18-24
248,1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,SP,M,1990-11-19,medium,35,31-40
249,6c6e3d67f969468f3bfd33f827a31222,maringa,PR,M,1976-01-28,small,49,41-60
250,66d5ae34537110d3affc56174dad2b2f,sao jose do rio preto,SP,M,2005-09-22,small,20,18-24
251,781a66c0d89e30814d49fe8b5e14cd07,campinas,SP,M,2000-12-23,small,25,18-24
252,a4bd6e9adf39b63f43dc545d3ca1f53d,rio de janeiro,RJ,M,1989-06-22,small,36,31-40
253,f88adb15807168d3c43d71021090ce4a,porto ferreira,SP,M,2002-05-04,small,23,18-24
254,fa8d335d68129e464e60c1826a683e96,tres coroas,RS,F,1982-09-12,small,43,41-60
255,f12d3c2a14729ae461b920c11fe20fdc,santo andre,SP,M,1974-03-15,medium,51,41-60
256,4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,F,1970-12-02,large,55,41-60
257,741f8c587cb4248ebc5b779a0e8e0e51,santo andre,SP,M,1983-04-02,small,42,41-60
258,4bcec44888b30ba9001234c534716d3f,santo andre,SP,M,1981-04-17,small,44,41-60
259,a663d9c3797e90eac99ff60939416a56,sao paulo,SP,M,1968-07-07,small,57,41-60
260,dff87e4de60c9736ce8df835951b09bc,sao paulo,SP,M,2001-12-03,small,24,18-24
261,ac1ed5fc15901fbc92920361eb4ab350,sao paulo,SP,M,2004-07-12,small,21,18-24
262,f9903dd0f812c7e771fcad47b6fff231,blumenau,SC,M,2001-10-03,medium,24,18-24
263,ac9b01377919cdbd2a1bbb8d5837c70b,mogi das cruzes,SP,M,1998-09-06,small,27,25-30
264,5011f0d93373a4c5753adf58ca77af8d,santos,SP,M,2002-02-21,medium,23,18-24
265,a4e634166243bbb3a13fa584463fa468,osasco,SP,M,1995-03-04,small,30,25-30
266,50bf89f1349bc0409a268c3a49678009,jaci,SP,F,1999-11-10,small,26,25-30
267,50c9975695009e5e6473912e83a6d1da,claudio,MG,M,1987-12-17,large,38,31-40
268,42d4b7e70819438f5ada61c965e92d7e,goiania,GO,M,2001-05-28,small,24,18-24
269,7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,F,2004-02-01,large,21,18-24
270,b14db04aa7881970e83ffa9426897925,sorocaba,SP,M,1996-10-05,large,29,25-30
271,fac1a9017ade7bdc94058fc1c969f355,sao paulo,SP,F,2005-07-04,medium,20,18-24
272,31ae0774c17fabd06ff707cc5bde005f,americana,SP,F,1998-09-28,medium,27,25-30
273,f0ec6a2adb05c62655a26dd347b8dede,sao paulo,SP,M,1999-06-02,small,26,25-30
274,cc1f04647be106ba74e62b21f358af25,sao paulo,SP,F,1971-09-09,small,54,41-60
275,1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,M,2001-12-28,small,24,18-24
276,3d700782d7818f2c1e0d7a9e9d75fc00,sertanopolis,SP,M,2002-01-25,small,23,18-24
277,a3e9a2c700480d9bb01fba070ba80a0e,ibitinga,SP,M,1971-04-26,large,54,41-60
278,c3f5668699a1b04c0fa61ecea1e2bff6,apucarana,PR,F,1966-08-14,small,59,41-60
279,80f2cf9abf6b5a0e5c612b5eea6646e6,sao jose do rio preto,SP,M,1998-10-06,medium,27,25-30
280,516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,RJ,M,1990-08-25,large,35,31-40
281,4fe2f67634d00c021aa01f96b6f2d68e,maringa,PR,F,2000-10-03,small,25,18-24
282,9f505651f4a6abe901a56cdc21508025,sao paulo,SP,M,1998-01-05,large,27,25-30
283,17adeba047385fb0c67d8e90b4296d21,guarulhos,SP,M,1969-05-03,small,56,41-60
284,7142540dd4c91e2237acb7e911c4eba2,penapolis,SP,M,1982-10-18,large,43,41-60
285,c04d70d515d15a7e3db3a73320598566,niteroi,RJ,M,1987-05-23,small,38,31-40
286,a3a38f4affed601eb87a97788c949667,joinville,SC,M,1980-12-24,large,45,41-60
287,744dac408745240a2c2528fb1b6028f3,colombo,PR,M,1999-09-15,large,26,25-30
288,9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,SP,M,1996-07-07,large,29,25-30
289,8b9d6eec4a7eb7d0f9d579ce0b38324d,mesquita,RJ,M,1998-04-04,large,27,25-30
290,38e679b9e0064cd94c6f035707344dae,londrina,PR,M,2005-02-21,medium,20,18-24
291,5444b12c82f21c923f2639ebc722c1ea,sao pauo,SP,F,2000-10-10,small,25,18-24
292,83deb69e889cf80f82be1dc6d5f2d486,florianopolis,SC,M,1997-12-04,large,28,25-30
293,54aa8463e87776b5612f4bdc4bd5d4de,belo horizonte,MG,F,1988-05-06,medium,37,31-40
294,2e7ea2aafec5835e781b21d6d1faf1f1,sao paulo,SP,M,2003-12-14,medium,22,18-24
295,79ebd9a61bac3eaf882805ed4ecfa12a,cascavel,PR,F,2002-08-18,large,23,18-24
296,1cbd50a8c52e6cf8e315c5709fab386f,fazenda rio grande,PR,M,1967-02-10,medium,58,41-60
297,e503f22be6a4f456d9851920a5d9c670,sao paulo,SP,M,1999-06-05,small,26,25-30
298,88af55b4a7ca402b27df16f7c7c9b5d2,taboao da serra,SP,M,1997-04-10,small,28,25-30
299,5f3ae9136c875522250f8184f253413a,sao paulo,SP,M,1985-08-22,large,40,31-40
300,b026643914f651e8371425e5b8a1e780,rio de janeiro,RJ,M,1995-01-28,small,30,25-30
301,26af45f5dfd967225a832838aa4e24a3,curitiba,PR,M,2007-11-02,medium,18,18-24
302,9dd459b29a14bf89d47183cf2cd0e4c7,sao paulo,SP,F,2003-01-10,small,22,18-24
303,8e6d7754bc7e0f22c96d255ebda59eba,sao jose dos campos,SP,F,1973-01-21,large,52,41-60
304,e250d617a0ad591ba9bd663e584a895d,guarulhos,SP,F,1996-10-09,medium,29,25-30
305,92c8bc6e8f925792247656fed09aad65,sao paulo,SP,M,2005-08-10,small,20,18-24
306,e53d5b9b29d1218281f4a907ada18626,toledo,PR,M,1996-07-10,small,29,25-30
307,3ca08eeb8d5595949fed424bd3677742,curitiba,PR,M,2000-04-18,medium,25,18-24
308,cbd996ad3c1b7dc71fd0e5f5df9087e2,sao jose do rio preto,SP,M,2003-06-10,large,22,18-24
309,8daab2245ebdc277c51098d01c5ad8ef,sao paulo,SP,M,1997-09-16,medium,28,25-30
310,15b3b1b81484422eb41df68ac87f1f50,bauru,SP,F,1997-05-12,small,28,25-30
311,e067ad2c1c0b48758eb1b5228bcf7a68,santos,SP,M,2001-01-04,large,24,18-24
312,f626e15b7314c267e4429010866f70e9,marechal candido rondon,SP,M,1990-05-06,small,35,31-40
313,f1fd5ab1181f827ffad998c1a5de7d74,curitiba,PR,F,1989-11-15,medium,36,31-40
314,a7c88262832dfc683781d6a421edefae,mogi das cruzes,SP,F,2000-08-12,small,25,18-24
315,6b1c4d4d9ccf0be3d8544eb0e71e5318,porto alegre,RS,F,2002-09-01,small,23,18-24
316,4e85b538b0dad58852641540686d0e14,sao jose dos campos,SP,M,1977-08-24,small,48,41-60
317,093805f8f2aeb63881444571e1f48f30,osasco,SP,M,1995-01-10,medium,30,25-30
318,5acd070dd3fe441bbb2ec1f1ede515ee,jundiai,SP,F,1995-06-19,medium,30,25-30
319,3c010235b7345c92f125d14ee232a76b,mandirituba,PR,M,1996-11-24,medium,29,25-30
320,cb9fb4ca75d7ba8437480e8dde64fe98,sao paulo,SP,F,1991-06-23,medium,34,31-40
321,ce33c6211beaa8fef4cae8b52db39862,suzano,SP,M,1997-12-25,small,28,25-30
322,081acf3de680d554796c9cf041be7bc2,vespasiano,MG,M,1996-04-10,small,29,25-30
323,6989574bd97d9773f10d232b6c07da59,curitiba,PR,M,2004-12-13,medium,21,18-24
324,535bf14f36346c7f59d87cece104d70c,rio de janeiro,RJ,M,1986-05-19,small,39,31-40
325,8501d82f68d23148b6d78bb7c4a42037,blumenau,SC,F,1998-01-28,small,27,25-30
326,7f02656561b680def9986c0795a8a080,sao paulo,SP,M,2000-04-07,small,25,18-24
327,57a834594e1e9e9219603bfec184eadc,santa rosa,RS,M,1998-06-20,small,27,25-30
328,8fd3b4468f6425810648177996c14cbd,sao jose do rio preto,SP,M,1996-04-05,small,29,25-30
329,6d803cb79cc31c41c4c789a75933b3c7,sao joaquim da barra,SP,F,1983-05-07,large,42,41-60
330,5f2684dab12e59f83bef73ae57724e45,sao paulo,SP,F,1998-07-26,large,27,25-30
331,713e3a23ca5e47786eb6f0d99f94cfac,curitiba,PR,M,2004-04-18,small,21,18-24
332,f97e2b0650c2068227e1d366140eb62f,santo antonio de posse,SP,F,2003-06-18,medium,22,18-24
333,8b321bb669392f5163d04c59e235e066,sao paulo,SP,F,1999-11-01,large,26,25-30
334,32f83ffe11cd40f7adcf4eef171f52d9,uruguaiana,RS,M,1992-08-20,small,33,31-40
335,76d64c4aca3a7baf218bf93ef7fa768d,curitiba,PR,M,1987-11-12,large,38,31-40
336,d06d019f72a04e5497a0b64190af170c,cotia,SP,M,2001-01-02,medium,24,18-24
337,ec80e49e69745ab6c14f984bf2149423,limeira,SP,F,1970-09-07,medium,55,41-60
338,f8f35af4634605e6693c17cc3ffff5a8,campanha,MG,M,2001-06-10,small,24,18-24
339,004c9cd9d87a3c30c522c48c4fc07416,ibitinga,SP,F,1978-10-15,large,47,41-60
340,3bdff180c7e1f6551a643b99c265a120,sao paulo,SP,M,2001-10-09,large,24,18-24
341,6b89abe95848c850399130d149a39b63,piracanjuba,GO,F,1976-06-05,medium,49,41-60
342,aced59e9b31ef866a94f9e7f29d8d418,sao paulo,SP,M,2004-02-07,large,21,18-24
343,b4f8921fcc4ff77b66bea6dda43dcd51,caxias do sul,RS,M,1995-11-27,medium,30,25-30
344,d2572f31e9023e9850ef986a636ff9bf,belo horizonte,MG,M,2005-01-11,small,20,18-24
345,c731d18cea9bf687ffee82a241c25b11,concordia,SC,M,1996-06-19,medium,29,25-30
346,3dc69bf2c42f0568a5c4791ec3fd3745,sao paulo,SP,F,2004-05-02,small,21,18-24
347,d8d9567d0bfb0bc7eb845a205ba42657,sao paulo,SP,M,2004-12-21,small,21,18-24
348,0daf5180aa44356f60f8effa533b55a2,goiania,GO,M,2000-02-15,small,25,18-24
349,5194c22ed1f616ec0c0f33c571542879,santa rita do sapucai,MG,M,2002-05-06,small,23,18-24
350,fe8055980a4ff7f64ed889c2b5926929,curitiba,PR,F,1973-02-02,small,52,41-60
351,c42fd8e4d47dfb18ce5222f2dd7752f9,osasco,SP,M,1999-01-14,medium,26,25-30
352,671585f5a2af58b6e276bc01003c0d2b,curitiba,PR,F,1997-09-15,medium,28,25-30
353,2dd1fb6f0e42a2243b8a01e40cd41216,curitiba,PR,M,2001-07-25,small,24,18-24
354,a7c53f6b3b61adbdaa99dda97e8cbd56,barretos,SP,M,1988-02-19,small,37,31-40
355,a11a0e0ca67423425691db355cff69b0,indaiatuba,SP,M,1976-06-21,small,49,41-60
356,5bffbafbb22daf6d3bfc216a46db8708,nilopolis,RJ,M,1995-12-17,medium,30,25-30
357,fc0b214b59a83615fea981c6424a02ae,maua,SP,M,1991-02-12,small,34,31-40
358,011b0eaba87386a2ae96a7d32bb531d1,pompeia,SP,F,1999-09-12,small,26,25-30
359,43753b27d77860f1654aa72e251a7878,barro alto,BA,M,1965-03-02,small,60,41-60
360,822b63912576852aea9a8436d72317b7,mogi guacu,SP,F,1998-07-21,medium,27,25-30
361,a3fa18b3f688ec0fca3eb8bfcbd2d5b3,são paulo,SP,M,2000-11-26,small,25,18-24
362,5587130f9850696ed7fafbc91c2cee44,sao paulo,SP,F,1987-09-21,small,38,31-40
363,9c1c0c36cd23c20897e473901a8fb149,praia grande,SP,M,1997-06-14,medium,28,25-30
364,34a557286ead8fe75c989e0afcf7d98c,franca,SP,M,2001-09-09,small,24,18-24
365,c716e0b86ed568878475b60fbb6323ad,rio de janeiro,SP,F,2005-06-16,small,20,18-24
366,455c5640e8c5bd1b2ee85c0158f85727,luiz alves,SC,M,1998-10-17,medium,27,25-30
367,87d30a6a0cbf89356e49324971ab1d24,sao paulo,SP,M,2001-05-23,medium,24,18-24
368,217f005bb37ff3aeef5b2ae1788e75ba,osasco,SP,F,1996-07-11,small,29,25-30
369,cac4e0bc1a3269fa2b6ea5e763f6115b,brusque,SC,M,2001-09-09,small,24,18-24
370,8ec76bb0965af3f007692b26fa9d6623,criciuma,SC,M,1983-01-12,small,42,41-60
371,aba1721a889e04decc910aa13b768ef4,sao paulo,SP,F,1998-06-28,large,27,25-30
372,7238f877570096ae403c51898fa64566,santana de parnaiba,SP,F,1997-07-21,small,28,25-30
373,044668ccd5316b12a7cf0d54a156e3e9,osasco,SP,F,1970-02-21,small,55,41-60
374,643c01d7c56a724bec0454f4780e8a3e,joinville,SC,M,2003-02-23,small,22,18-24
375,cab85505710c7cb9b720bceb52b01cee,sao paulo,SP,M,2004-01-09,large,21,18-24
376,312ba1d77e9c332ef21f9598b7f64cd7,guarulhos,SP,F,1997-10-09,medium,28,25-30
377,8c3b533c63cca56240f94f1e3a6b18ef,belo horizonte,MG,M,1983-02-07,small,42,41-60
378,1fdc574883ef3b33ad41562d93f3a74a,limeira,SP,M,1973-01-06,medium,52,41-60
379,9a03a4e9eb0b947652fae4f6121a3f5e,catanduva,SP,F,2006-11-15,medium,19,18-24
380,33cbda8716511e27e556dff9d8418bf2,blumenau,SC,F,1998-11-24,small,27,25-30
381,6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,MG,M,1998-11-25,large,27,25-30
382,3df020b72d3d44b3af9d110fa3940b65,jales,SP,F,2002-01-22,large,23,18-24
383,537eb890efff034a88679788b647c564,rio de janeiro,RJ,M,2001-08-11,large,24,18-24
384,89de2d6f23e9746ff309705b23581faa,londrina,PR,M,1984-05-18,medium,41,41-60
385,c611f4ce9ce875bcc063fa97fd4d7d12,atibaia,SP,M,2004-05-19,small,21,18-24
386,4be2e7f96b4fd749d52dff41f80e39dd,rio branco,AC,F,2000-05-26,small,25,18-24
387,3bfba5a77604f6dfae7e6dd7aaf65821,londrina,PR,M,1997-09-19,small,28,25-30
388,48fb026ed7455a42f5d3e9390ed5088e,barra mansa,RJ,F,1984-12-20,medium,41,41-60
389,0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,SP,F,2007-05-21,medium,18,18-24
390,cea729054f157f5870bdd321a958d994,sao paulo,SP,M,1984-04-23,medium,41,41-60
391,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,M,2000-01-16,large,25,18-24
392,0f0c984a4a955310903b6b6008660bad,franca,SP,F,1998-11-25,small,27,25-30
393,f805b96fa705ba7995a221f1749dc141,maringa,PR,M,1999-07-06,medium,26,25-30
394,751bdc4d83a466c7206cd42e8f426b03,ribeirao pires,SP,F,2000-06-26,large,25,18-24
395,2f4b0d3b9634b647d4edee577d7ebb7e,sao paulo,SP,M,1999-09-03,medium,26,25-30
396,ba5daa4041e1f15cdf34b76e3e18a450,sao paulo,SP,F,1995-11-04,medium,30,25-30
397,6e386f64c84e482f0b9abf960797ee1b,sao paulo,SP,M,1969-05-09,medium,56,41-60
398,83c465a786b06574376909b35ef6752a,sao carlos,SP,M,1983-12-26,small,42,41-60
399,d93b8458c6fe139d85cfa5eadbf55bd2,sao paulo,SP,M,1999-02-15,small,26,25-30
400,71592660bbcb6a4664e97b6f8b68babc,sao jose do rio preto,SP,M,1965-02-23,medium,60,41-60
401,6a53b90c3ad9e0b56d9fe5c69165fff5,curitiba,PR,F,1998-03-03,small,27,25-30
402,38f276ca6e7cc95a6d1bb55ac9e5550f,marilia,SP,M,2002-07-08,small,23,18-24
403,eae9af4811c294c56795d70e715b7337,sao paulo,SP,M,1998-03-07,small,27,25-30
404,039b29ff3b3473435d0cd59040575de9,ribeirao pires,SP,F,2004-03-10,medium,21,18-24
405,ac51cac5e20d69ff485a54746488ef48,ribeirao preto,SP,M,1995-07-18,small,30,25-30
406,4221a7df464f1fe2955934e30ff3a5a1,bahia,BA,M,2003-01-08,small,22,18-24
407,48e954b2da4f6a750c844173b347ed40,porto alegre,RS,M,1987-07-06,small,38,31-40
408,fc4751cfe3b279c419615b9b00c1abb4,londrina,PR,F,1996-06-08,small,29,25-30
409,e1a210d482714ce337763a19aef94ba4,cascavel,PR,M,2002-10-25,small,23,18-24
410,085f6f7e049c996695fb2074fe38d45e,taubate,SP,F,2006-01-07,medium,19,18-24
411,34675b28b826facfde119785bf287dc1,cascavael,PR,F,1979-08-23,small,46,41-60
412,7d7866a99a8656a42c7ff6352a433410,sao paulo,SP,M,1970-11-26,small,55,41-60
413,5a93f3ab0ef4c84ed5e1b5dbf23978bc,monteiro lobato,SP,M,1998-03-26,large,27,25-30
414,64cc804291f90c81f02bfc2bb58ff55a,curitiba,PR,F,1996-07-18,small,29,25-30
415,5f57db27027655e6c6a391601daa0258,viana,ES,F,1996-12-14,small,29,25-30
416,e1b12447a7563944843191754aeb5562,guarulhos,SP,M,2004-06-02,medium,21,18-24
417,2f3d8b4c9e2ee165075331fea3f3095a,sao jose,SC,M,2000-08-21,small,25,18-24
418,1fe5540d7c1c37a595fefbacd5570d9e,paraiba do sul,RJ,M,1996-06-27,medium,29,25-30
419,d3f39f05462b79a4562d35893a28f159,mococa,SP,F,2004-08-24,large,21,18-24
420,528ce32f560edd11add4169f6a5b65be,sao roque,SP,F,1995-10-15,small,30,25-30
421,b86a47b3366e3b5424a7b225781f4908,passos,MG,M,1995-10-21,small,30,25-30
422,0176f73cc1195f367f7b32db1e5b3aa8,ibitinga,SP,F,1997-08-17,large,28,25-30
423,01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,M,1995-02-21,large,30,25-30
424,ceaec5548eefc6e23e6607c5435102e7,sao paulo,SP,M,1999-05-04,large,26,25-30
425,c8771b1a10bb99bb34d3c459c5cffb53,tocantins,SP,M,2002-11-19,small,23,18-24
426,2d42ebcda99fd55f6f4bc2f1ca035d50,uruacu,GO,M,1996-09-01,medium,29,25-30
427,e9bc59e7b60fc3063eb2290deda4cced,maringa,PR,M,1989-12-26,large,36,31-40
428,13d95f0f6f73943d4ceffad0fc2cd32c,goiania,GO,M,2001-05-27,small,24,18-24
429,6f229cc508fc6915ed5c499efd93baa4,rio de janeiro,RJ,F,2000-01-05,medium,25,18-24
430,83f2b4881141ce3fcd4e985125d3279e,ribeirao preto,SP,F,1998-05-20,small,27,25-30
431,c8c1bea22194a4eefa2dc9a9fa89f536,porto belo,SC,M,1996-10-05,medium,29,25-30
432,b0b346d3a89f5eb4c2968af3f083cd43,campinas,SP,M,1999-07-09,medium,26,25-30
433,a0415d9b25ede3c4b1e477e9916ffc03,nova iguacu,RJ,M,2007-02-08,medium,18,18-24
434,3dfd3dc96f7f8598eca74e9ac8a2fa31,sao paulo,SP,M,1977-06-08,medium,48,41-60
435,e5545d4d4473876ea78c5bcebca365c3,marilia,SP,F,1995-07-25,small,30,25-30
436,fa1a9dec3a9940c072684a46728bf1fc,icara,SC,F,1972-04-15,large,53,41-60
437,6ddc28b61be28373b4503a1f61cf98a9,sao paulo,SP,M,1975-05-07,medium,50,41-60
438,c5ebe6598748b0aeaa61cfb820478b92,lajeado,RS,F,1978-11-08,small,47,41-60
439,5670f4db5b62c43d542e1b2d56b0cf7c,sao paulo,SP,F,2001-08-12,medium,24,18-24
440,e1c76f339ebd5460999f25a2aa8c92c5,sao paulo,SP,M,1996-07-04,small,29,25-30
441,cb8bcce248bb1fb274ba762d8b971456,santa rita do sapucai,MG,M,1976-09-16,large,49,41-60
442,6524b847b982cd56bb5d4b02b776ee42,campinas,SP,M,1995-03-27,small,30,25-30
443,610f72e407cdd7caaa2f8167b0163fd8,sao paulo,SP,M,2003-04-25,medium,22,18-24
444,b6d44737c043328708f6749c2dbe50bd,santo andre,SP,M,2003-04-13,large,22,18-24
445,972d0f9cf61b499a4812cf0bfa3ad3c4,brusque,SC,F,1991-07-03,large,34,31-40
446,8c91bfea4263b8fba54081460693e2a1,horizontina,RS,F,2000-07-06,small,25,18-24
447,38af8acfd46ac4a7bf754e8ca6736664,sao paulo,SP,M,1971-12-18,small,54,41-60
448,d90fe2229fee1a5da999ccd0c06c1667,sao paulo,SP,M,2004-03-23,small,21,18-24
449,75fdd0a732287f9497b179f6bd445d32,maua,SP,M,1998-11-20,small,27,25-30
450,5b2e94f2c22b39ccc24d34ad0f669672,sao paulo,SP,M,1974-05-17,medium,51,41-60
451,9ac75591b69c3402684b6ce0310f22ee,sao paulo,SP,F,1995-01-02,small,30,25-30
452,e5bd51692380fd8cabb19b756b95e714,santo andre,SP,F,2000-09-07,small,25,18-24
453,cfb1a033743668a192316f3c6d1d2671,votorantim,SP,M,1997-02-21,large,28,25-30
454,adcf50477d6a1f5d91bb9d54c4903cb5,claudio,MG,M,1998-05-19,medium,27,25-30
455,8476243f92442881ddd5b578975cf115,campo bom,RS,F,2005-10-27,medium,20,18-24
456,f2336e113377dd21c744d9c4fc8293a9,sao paulo,SP,M,2003-12-04,small,22,18-24
457,f25e239052084705e17a982bc600ab2a,sao paulo,SP,F,1996-01-11,medium,29,25-30
458,714b9a1332840f257b49f476bea4e341,monte alto,SP,F,1994-11-25,medium,31,31-40
459,89d9a386b0b6e5fc8403071b03f7206a,sao paulo,SP,F,1976-05-17,small,49,41-60
